mysql> select * from weightsensor_sensordaily where tagid="5a-c2-15-0b-00-01";
+-------+-------------------+---------------------+---------------+----------+---------+----------------------------+
| id    | tagid             | reading             | distancelader | dcstatus | battery | timestamp                  |
| 17031 | 5a-c2-15-0b-00-01 |              32.524 |          1000 |        0 |     100 | 2023-02-07 15:14:01.919645 |
| 17032 | 5a-c2-15-0b-00-01 |              32.828 |          1000 |        0 |     100 | 2023-02-07 15:43:24.048118 |
| 17033 | 5a-c2-15-0b-00-01 |   33.47199999999998 |          1000 |        0 |     100 | 2023-02-07 15:45:54.784043 |
| 17034 | 5a-c2-15-0b-00-01 |  33.722999999999985 |          1000 |        0 |     100 | 2023-02-07 15:50:56.225474 |
| 17035 | 5a-c2-15-0b-00-01 |   34.04399999999998 |          1000 |        0 |     100 | 2023-02-07 15:51:13.383389 |
| 17036 | 5a-c2-15-0b-00-01 |   34.33699999999999 |          1000 |        0 |     100 | 2023-02-07 15:51:56.448866 |
| 17037 | 5a-c2-15-0b-00-01 |   34.86699999999999 |          1000 |        0 |     100 | 2023-02-07 15:53:22.924198 |
| 17038 | 5a-c2-15-0b-00-01 |   35.25999999999999 |          1000 |        0 |     100 | 2023-02-07 15:58:23.984952 |
| 17039 | 5a-c2-15-0b-00-01 |   35.64599999999999 |          1000 |        0 |     100 | 2023-02-07 16:37:02.057980 |
| 17040 | 5a-c2-15-0b-00-01 |   36.35899999999998 |          1000 |        1 |     100 | 2023-02-07 21:31:18.730659 |
| 17041 | 5a-c2-15-0b-00-01 |  0.4200000000000159 |          1000 |        1 |     100 | 2023-02-07 21:32:01.817717 |
| 17042 | 5a-c2-15-0b-00-01 |  0.6050000000000182 |          1000 |        0 |     100 | 2023-02-07 21:32:06.378061 |
| 17043 | 5a-c2-15-0b-00-01 |   1.318000000000012 |          1000 |        1 |     100 | 2023-02-07 21:42:40.660290 |
| 17044 | 5a-c2-15-0b-00-01 |  0.7139999999999986 |          1000 |        0 |     100 | 2023-02-07 21:42:57.814761 |
| 17045 | 5a-c2-15-0b-00-01 |  0.9399999999999977 |          1000 |        0 |     100 | 2023-02-07 21:43:23.749325 |
| 17046 | 5a-c2-15-0b-00-01 |                1.25 |          1000 |        1 |     100 | 2023-02-07 21:49:11.915462 |
| 17047 | 5a-c2-15-0b-00-01 |  1.2009999999999934 |          1000 |        1 |     100 | 2023-02-07 22:00:31.221716 |
| 17048 | 5a-c2-15-0b-00-01 | 0.32900000000000773 |          1000 |        1 |     100 | 2023-02-07 22:01:35.952355 |
| 17049 | 5a-c2-15-0b-00-01 |  0.3859999999999957 |          1000 |        1 |     100 | 2023-02-07 22:03:02.270419 |
| 17050 | 5a-c2-15-0b-00-01 |  0.9759999999999991 |          1000 |        1 |     100 | 2023-02-07 22:03:45.604583 |
| 17051 | 5a-c2-15-0b-00-01 |  0.6690000000000111 |          1000 |        1 |     100 | 2023-02-07 22:07:39.045436 |
| 17052 | 5a-c2-15-0b-00-01 |   0.757000000000005 |          1000 |        1 |     100 | 2023-02-07 22:11:49.465926 |
| 17053 | 5a-c2-15-0b-00-01 |  0.6519999999999868 |          1000 |        1 |     100 | 2023-02-07 22:12:49.845174 |
| 17054 | 5a-c2-15-0b-00-01 | 0.28999999999999204 |          1000 |        1 |     100 | 2023-02-07 22:13:15.855154 |
| 17055 | 5a-c2-15-0b-00-01 | 0.26200000000000045 |          1000 |        0 |     100 | 2023-02-07 22:13:33.005695 |
| 17056 | 5a-c2-15-0b-00-01 | 0.46699999999998454 |          1000 |        1 |     100 | 2023-02-07 22:14:42.087478 |
| 17057 | 5a-c2-15-0b-00-01 |  1.4120000000000061 |          1000 |        1 |     100 | 2023-02-07 22:15:46.901569 |
| 17058 | 5a-c2-15-0b-00-01 |  0.7090000000000032 |          1000 |        0 |     100 | 2023-02-07 22:16:08.225206 |
| 17059 | 5a-c2-15-0b-00-01 |  1.0200000000000102 |          1000 |        1 |     100 | 2023-02-07 22:19:18.074150 |
| 17060 | 5a-c2-15-0b-00-01 |  0.8009999999999877 |          1000 |        0 |     100 | 2023-02-07 22:19:22.627777 |
| 17061 | 5a-c2-15-0b-00-01 |  1.4069999999999823 |          1000 |        0 |     100 | 2023-02-07 22:20:44.539121 |
| 17062 | 5a-c2-15-0b-00-01 |  1.7729999999999961 |          1000 |        0 |     100 | 2023-02-07 22:24:46.123558 |
| 17063 | 5a-c2-15-0b-00-01 |   2.126999999999981 |          1000 |        0 |     100 | 2023-02-07 22:27:23.634957 |
| 17064 | 5a-c2-15-0b-00-01 |   2.525999999999982 |          1000 |        0 |     100 | 2023-02-07 22:33:12.579279 |
| 17065 | 5a-c2-15-0b-00-01 |  3.0289999999999964 |          1000 |        0 |     100 | 2023-02-07 22:37:09.698667 |
| 17066 | 5a-c2-15-0b-00-01 |  3.7620000000000005 |          1000 |        0 |     100 | 2023-02-07 22:43:51.719844 |
| 17067 | 5a-c2-15-0b-00-01 |   4.549999999999983 |          1000 |        0 |     100 | 2023-02-07 22:44:43.844926 |
| 17068 | 5a-c2-15-0b-00-01 |   4.750999999999976 |          1000 |        0 |     100 | 2023-02-07 22:46:27.318271 |
| 17069 | 5a-c2-15-0b-00-01 |   6.008999999999986 |          1000 |        0 |     100 | 2023-02-07 22:48:36.783903 |
| 17070 | 5a-c2-15-0b-00-01 |  6.4809999999999945 |          1000 |        0 |     100 | 2023-02-07 22:50:07.685800 |
| 17071 | 5a-c2-15-0b-00-01 |   6.713999999999999 |          1000 |        0 |     100 | 2023-02-07 22:52:01.519904 |
| 17072 | 5a-c2-15-0b-00-01 |   6.953999999999979 |          1000 |        0 |     100 | 2023-02-07 22:52:44.782632 |
| 17073 | 5a-c2-15-0b-00-01 |   7.750999999999976 |          1000 |        0 |     100 | 2023-02-07 22:53:01.872512 |
| 17074 | 5a-c2-15-0b-00-01 |   8.204999999999984 |          1000 |        0 |     100 | 2023-02-07 22:54:28.545143 |
| 17075 | 5a-c2-15-0b-00-01 |   8.539999999999992 |          1000 |        0 |     100 | 2023-02-07 22:55:15.241356 |
| 17076 | 5a-c2-15-0b-00-01 |   13.99199999999999 |          1000 |        0 |     100 | 2023-02-07 22:56:04.689400 |
| 17077 | 5a-c2-15-0b-00-01 |  14.425999999999988 |          1000 |        0 |     100 | 2023-02-07 23:06:16.006126 |
| 17078 | 5a-c2-15-0b-00-01 |  14.775999999999982 |          1000 |        0 |     100 | 2023-02-07 23:06:37.769409 |
| 17079 | 5a-c2-15-0b-00-01 |  15.113999999999976 |          1000 |        0 |     100 | 2023-02-07 23:07:16.256604 |
| 17080 | 5a-c2-15-0b-00-01 |  15.355999999999995 |          1000 |        0 |     100 | 2023-02-07 23:08:52.150550 |
| 17081 | 5a-c2-15-0b-00-01 |  15.670999999999992 |          1000 |        0 |     100 | 2023-02-07 23:10:04.564492 |
| 17082 | 5a-c2-15-0b-00-01 |  16.022999999999996 |          1000 |        0 |     100 | 2023-02-07 23:13:00.367960 |
| 17083 | 5a-c2-15-0b-00-01 |  16.347999999999985 |          1000 |        0 |     100 | 2023-02-07 23:17:50.813029 |
| 17084 | 5a-c2-15-0b-00-01 |  16.548000000000002 |          1000 |        0 |     100 | 2023-02-07 23:19:38.353819 |
| 17085 | 5a-c2-15-0b-00-01 |  16.810000000000002 |          1000 |        0 |     100 | 2023-02-07 23:22:07.565487 |
| 17086 | 5a-c2-15-0b-00-01 |               17.28 |          1000 |        0 |     100 | 2023-02-07 23:33:42.270160 |
| 17087 | 5a-c2-15-0b-00-01 |  17.667999999999978 |          1000 |        1 |     100 | 2023-02-08 13:12:59.158281 |
| 17088 | 5a-c2-15-0b-00-01 |   1.009999999999991 |          1000 |        1 |     100 | 2023-02-08 13:14:25.508590 |
| 17089 | 5a-c2-15-0b-00-01 |  0.7510000000000048 |          1000 |        1 |     100 | 2023-02-08 13:14:51.427958 |
| 17090 | 5a-c2-15-0b-00-01 |  1.0689999999999884 |          1000 |        1 |     100 | 2023-02-08 13:15:13.125870 |
| 17091 | 5a-c2-15-0b-00-01 |   1.799999999999983 |          1000 |        1 |     100 | 2023-02-08 13:16:34.653351 |
| 17092 | 5a-c2-15-0b-00-01 | 0.29599999999999227 |          1000 |        1 |     100 | 2023-02-08 13:17:22.310650 |
| 17093 | 5a-c2-15-0b-00-01 |               1.125 |          1000 |        1 |     100 | 2023-02-08 13:18:44.044072 |
| 17094 | 5a-c2-15-0b-00-01 |  1.1680000000000064 |          1000 |        1 |     100 | 2023-02-08 13:20:17.223055 |
| 17095 | 5a-c2-15-0b-00-01 |   0.606000000000023 |          1000 |        1 |     100 | 2023-02-08 13:20:55.697709 |
| 17096 | 5a-c2-15-0b-00-01 |   1.365000000000009 |          1000 |        1 |     100 | 2023-02-08 13:21:43.718647 |
| 17097 | 5a-c2-15-0b-00-01 |  1.7629999999999768 |          1000 |        1 |     100 | 2023-02-08 13:22:22.763636 |
| 17098 | 5a-c2-15-0b-00-01 |  0.2720000000000198 |          1000 |        1 |     100 | 2023-02-08 13:22:53.373941 |
| 17099 | 5a-c2-15-0b-00-01 |                 0.5 |          1000 |        0 |     100 | 2023-02-08 13:23:10.462943 |
| 17100 | 5a-c2-15-0b-00-01 |  0.8319999999999936 |          1000 |        1 |     100 | 2023-02-08 13:23:36.413479 |
| 17101 | 5a-c2-15-0b-00-01 |                 0.5 |          1000 |        0 |     100 | 2023-02-08 13:23:53.530831 |
| 17102 | 5a-c2-15-0b-00-01 |               0.875 |          1000 |        0 |     100 | 2023-02-08 13:23:58.101362 |
| 17103 | 5a-c2-15-0b-00-01 |  2.0209999999999866 |          1000 |        1 |     100 | 2023-02-08 13:25:02.757770 |
| 17104 | 5a-c2-15-0b-00-01 |  0.5930000000000177 |          1000 |        0 |     100 | 2023-02-08 13:25:19.873265 |
| 17105 | 5a-c2-15-0b-00-01 |  1.4080000000000155 |          1000 |        1 |     100 | 2023-02-08 13:28:14.236562 |
| 17106 | 5a-c2-15-0b-00-01 |  0.4549999999999841 |          1000 |        0 |     100 | 2023-02-08 13:28:18.877822 |
| 17107 | 5a-c2-15-0b-00-01 |    1.23599999999999 |          1000 |        0 |     100 | 2023-02-08 13:28:40.231086 |
| 17108 | 5a-c2-15-0b-00-01 |    2.01400000000001 |          1000 |        1 |     100 | 2023-02-08 13:31:13.760179 |
| 17109 | 5a-c2-15-0b-00-01 |  0.3720000000000141 |          1000 |        0 |     100 | 2023-02-08 13:31:35.138690 |
| 17110 | 5a-c2-15-0b-00-01 |  0.8269999999999982 |          1000 |        0 |     100 | 2023-02-08 13:31:56.866540 |
| 17111 | 5a-c2-15-0b-00-01 |  1.4579999999999984 |          1000 |        1 |     100 | 2023-02-08 13:33:29.668757 |
| 17112 | 5a-c2-15-0b-00-01 |  0.8930000000000007 |          1000 |        0 |     100 | 2023-02-08 13:33:51.041785 |
| 17113 | 5a-c2-15-0b-00-01 |  1.5279999999999916 |          1000 |        1 |     100 | 2023-02-08 13:34:35.042540 |
| 17114 | 5a-c2-15-0b-00-01 |  1.2870000000000061 |          1000 |        0 |     100 | 2023-02-08 13:34:52.197734 |
| 17115 | 5a-c2-15-0b-00-01 |  1.5349999999999966 |          1000 |        1 |     100 | 2023-02-08 13:36:21.612109 |
| 17116 | 5a-c2-15-0b-00-01 |  1.8880000000000052 |          1000 |        0 |     100 | 2023-02-08 13:36:26.173180 |
| 17117 | 5a-c2-15-0b-00-01 |   2.147999999999996 |          1000 |        0 |     100 | 2023-02-08 13:38:34.102586 |
| 17118 | 5a-c2-15-0b-00-01 |  3.4439999999999884 |          1000 |        0 |     100 | 2023-02-08 13:39:00.148145 |
| 17119 | 5a-c2-15-0b-00-01 |   4.147999999999996 |          1000 |        0 |     100 | 2023-02-08 13:40:48.307815 |
| 17120 | 5a-c2-15-0b-00-01 |   4.614000000000004 |          1000 |        0 |     100 | 2023-02-08 13:43:41.243294 |
| 17121 | 5a-c2-15-0b-00-01 |   5.689999999999998 |          1000 |        0 |     100 | 2023-02-08 13:50:14.910284 |
| 17122 | 5a-c2-15-0b-00-01 |   6.069999999999993 |          1000 |        0 |     100 | 2023-02-08 13:53:06.459504 |
| 17123 | 5a-c2-15-0b-00-01 |  6.4199999999999875 |          1000 |        0 |     100 | 2023-02-08 13:53:35.597712 |
| 17124 | 5a-c2-15-0b-00-01 |   6.780000000000001 |          1000 |        0 |     100 | 2023-02-08 13:57:54.518255 |
| 17125 | 5a-c2-15-0b-00-01 |   7.609000000000009 |          1000 |        0 |     100 | 2023-02-08 13:59:38.042593 |
| 17126 | 5a-c2-15-0b-00-01 |   8.669999999999987 |          1000 |        0 |     100 | 2023-02-08 14:00:49.659039 |
| 17127 | 5a-c2-15-0b-00-01 |   9.015999999999991 |          1000 |        0 |     100 | 2023-02-08 14:01:11.453198 |
| 17128 | 5a-c2-15-0b-00-01 |  10.010999999999996 |          1000 |        0 |     100 | 2023-02-08 14:04:48.038527 |
| 17129 | 5a-c2-15-0b-00-01 |   11.11499999999998 |          1000 |        0 |     100 | 2023-02-08 14:11:41.718865 |
| 17130 | 5a-c2-15-0b-00-01 |  11.972000000000008 |          1000 |        0 |     100 | 2023-02-08 14:21:31.331371 |
| 17131 | 5a-c2-15-0b-00-01 |  12.966000000000008 |          1000 |        0 |     100 | 2023-02-08 14:24:23.931318 |
| 17133 | 5a-c2-15-0b-00-01 |  13.412000000000006 |          1000 |        0 |     100 | 2023-02-08 14:25:33.028696 |
| 17134 | 5a-c2-15-0b-00-01 |  16.096000000000004 |          1000 |        0 |     100 | 2023-02-08 14:39:21.942179 |
| 17135 | 5a-c2-15-0b-00-01 |  41.240999999999985 |          1000 |        0 |     100 | 2023-02-08 14:53:29.957228 |
+-------+-------------------+---------------------+---------------+----------+---------+----------------------------+




mysql> select * from weightsensor_sensordaily where tagid="5a-c2-15-0b-00-02";
+-------+-------------------+--------------------+---------------+----------+---------+----------------------------+
| id    | tagid             | reading            | distancelader | dcstatus | battery | timestamp                  |
+-------+-------------------+--------------------+---------------+----------+---------+----------------------------+
| 16903 | 5a-c2-15-0b-00-02 |              2.066 |          1000 |        0 |     100 | 2023-02-06 12:17:11.810581 |
| 16904 | 5a-c2-15-0b-00-02 | 2.6929999999999987 |          1000 |        0 |     100 | 2023-02-06 12:20:50.550791 |
| 16905 | 5a-c2-15-0b-00-02 |  7.513000000000001 |          1000 |        0 |     100 | 2023-02-06 13:39:41.697341 |
| 16966 | 5a-c2-15-0b-00-02 |  7.949999999999998 |          1000 |        0 |     100 | 2023-02-07 01:03:06.454938 |
| 16967 | 5a-c2-15-0b-00-02 |               8.54 |          1000 |        0 |     100 | 2023-02-07 01:03:23.851725 |
| 16968 | 5a-c2-15-0b-00-02 |              9.099 |          1000 |        0 |     100 | 2023-02-07 01:03:28.511058 |
| 16969 | 5a-c2-15-0b-00-02 |  9.623000000000001 |          1000 |        0 |     100 | 2023-02-07 01:03:50.187177 |
| 16970 | 5a-c2-15-0b-00-02 | 10.068999999999999 |          1000 |        0 |     100 | 2023-02-07 01:04:10.148006 |
| 16971 | 5a-c2-15-0b-00-02 |             10.767 |          1000 |        0 |     100 | 2023-02-07 01:04:37.405654 |
| 17011 | 5a-c2-15-0b-00-02 | 29.700000000000003 |          1000 |        0 |     100 | 2023-02-07 14:29:26.738112 |
| 17012 | 5a-c2-15-0b-00-02 |             60.923 |          1000 |        0 |     100 | 2023-02-07 14:29:31.293894 |
| 17132 | 5a-c2-15-0b-00-02 |               67.8 |          1000 |        0 |     100 | 2023-02-08 14:24:51.898426 |
+-------+-------------------+--------------------+---------------+----------+---------+----------------------------+
12 rows in set (0.00 sec)



mysql> select * from weightsensor_sensorreading where tagid='5a-c2-15-0b-00-02' order by timestamp desc limit 1 ;
+-------+-------------------+---------+---------------+----------+---------+----------------------------+
| id    | tagid             | reading | distancelader | dcstatus | battery | timestamp                  |
+-------+-------------------+---------+---------------+----------+---------+----------------------------+
| 54332 | 5a-c2-15-0b-00-02 |    78.8 |          1000 |        0 |     100 | 2023-02-10 11:57:06.846406 |
+-------+-------------------+---------+---------------+----------+---------+----------------------------+
1 row in set (0.01 sec)

mysql> select * from weightsensor_sensorreading where tagid='5a-c2-15-0b-00-01' order by timestamp desc limit 1 ;
+-------+-------------------+---------+---------------+----------+---------+----------------------------+
| id    | tagid             | reading | distancelader | dcstatus | battery | timestamp                  |
+-------+-------------------+---------+---------------+----------+---------+----------------------------+
| 54335 | 5a-c2-15-0b-00-01 | 185.754 |          1000 |        0 |     100 | 2023-02-08 15:39:07.579381 |
+-------+-------------------+---------+---------------+----------+---------+----------------------------+
